popular_name,candidate_name,jaccard_distance,length_ratio
pytest-tornado,pytest-tornado5,0.0714285714285714,1.0714285714285714
jupyterlab-git,jupyterlab-gitlab,0.0714285714285714,1.2142857142857142
timezonefinder,timezonefinderL,0.0714285714285714,1.0714285714285714
albumentations,albumentationsx,0.0714285714285714,1.0714285714285714
python-docx-ml6,python-docx-ml,0.0714285714285714,1.0714285714285714
streamlit-card,streamlit-cards,0.0714285714285714,1.0714285714285714
pytorch-ignite,pytorch-igniter,0.0714285714285714,1.0714285714285714
trio-websocket,trio-websockets,0.0714285714285714,1.0714285714285714
mypy-boto3-pinpoint-sms-voice-v2,mypy-boto3-pinpoint-sms-voice,0.0714285714285714,1.103448275862069
terminaltables,terminaltables3,0.0714285714285714,1.0714285714285714
pytest-timeout,pytest-timeouts,0.0714285714285714,1.0714285714285714
sentence-splitter,sentence-spliter,0.0714285714285714,1.0625
django-environ,django-environs,0.0714285714285714,1.0714285714285714
docx-mailmerge,docx-mailmerge2,0.0714285714285714,1.0714285714285714
exceptiongroup,exceptiongroups,0.0714285714285714,1.0714285714285714
python-binance,python-binance2,0.0714285714285714,1.0714285714285714
core-universal,core-universal4,0.0714285714285714,1.0714285714285714
fastapi-health,fastapi-healthz,0.0714285714285714,1.0714285714285714
mkdocs-jupyter,mkdocs-jupyter2,0.0714285714285714,1.0714285714285714
setuptools-scm,setuptools-scmx,0.0714285714285714,1.0714285714285714
pulumi-command,pulumi-commandx,0.0714285714285714,1.0714285714285714
tradingview-ta,tradingview-ta1,0.0714285714285714,1.0714285714285714
cuequivariance-ops-torch-cu12,cuequivariance-ops-torch-cu11,0.0714285714285714,1.0
sec-downloader,sec-downloaders,0.0714285714285714,1.0714285714285714
pytest-timeouts,pytest-timeout,0.0714285714285714,1.0714285714285714
sphinx-autoapi,sphinx-autoapi2,0.0714285714285714,1.0714285714285714
terminaltables3,terminaltables,0.0714285714285714,1.0714285714285714
django-tinymce,django-tinymce4,0.0714285714285714,1.0714285714285714
prompt-toolkit,prompt-toolkit2,0.0714285714285714,1.0714285714285714
more-itertools,more-more-itertools,0.0714285714285714,1.3571428571428572
langchain-tests,langchain-test,0.0714285714285714,1.0714285714285714
mypy-boto3-kinesisanalyticsv2,mypy-boto3-kinesisanalytics,0.0714285714285714,1.0740740740740742
pymobiledevice3,pymobiledevice,0.0714285714285714,1.0714285714285714
esdk-obs-python,sdk-obs-python,0.0714285714285714,1.0714285714285714
requests-oauth,requests-oauth2,0.0714285714285714,1.0714285714285714
mypy-boto3-connectcampaigns,mypy-boto3-connectcampaignsv2,0.0714285714285714,1.0740740740740742
rfc3987-syntax,rfc3987-syntax2,0.0714285714285714,1.0714285714285714
mypy-boto3-connectcampaignsv2,mypy-boto3-connectcampaigns,0.0714285714285714,1.0740740740740742
drf-flex-fields,adrf-flex-fields,0.0714285714285714,1.0666666666666667
channels-redis,channels-redis2,0.0714285714285714,1.0714285714285714
docx-mailmerge2,docx-mailmerge,0.0714285714285714,1.0714285714285714
drf-flex-fields,drf-flex-fields2,0.0714285714285714,1.0666666666666667
asgi-ratelimit,asgi-ratelimiter,0.0714285714285714,1.1428571428571428
mypy-boto3-kinesisanalytics,mypy-boto3-kinesisanalyticsv2,0.0714285714285714,1.0740740740740742
mypy-boto3-pinpoint-sms-voice,mypy-boto3-pinpoint-sms-voice-v2,0.0714285714285714,1.103448275862069
mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-cn,0.07407407407407407,1.0333333333333334
djangorestframework-jsonapi,ak-djangorestframework-jsonapi,0.07407407407407407,1.1111111111111112
mkdocs-git-committers-plugin-2,mkdocs-git-committers-plugin-3,0.07407407407407407,1.0
configargparse,configargparser,0.07692307692307687,1.0714285714285714
django-tables2,django-tables,0.07692307692307687,1.0769230769230769
elasticsearch9,elasticsearch,0.07692307692307687,1.0769230769230769
ciscoconfparse,ciscoconfparse2,0.07692307692307687,1.0714285714285714
flask-openapi3,flask-openapi,0.07692307692307687,1.0769230769230769
databind-json,databind-json2,0.07692307692307687,1.0769230769230769
requests-html,requests-htmlc,0.07692307692307687,1.0769230769230769
workspace-mcp,gworkspace-mcp,0.07692307692307687,1.0769230769230769
pyapns-client,pyapns-client3,0.07692307692307687,1.0769230769230769
django-pglocks,django-pglock,0.07692307692307687,1.0769230769230769
pydantic-evals,pydantic-eval,0.07692307692307687,1.0769230769230769
elasticsearch,elasticsearch6,0.07692307692307687,1.0769230769230769
sphinx-design,sphinx-design2,0.07692307692307687,1.0769230769230769
pyintesishome,pyintesishome2,0.07692307692307687,1.0769230769230769
tinysegmenter,tinysegmenter3,0.07692307692307687,1.0769230769230769
schemainspect,schemainspect2,0.07692307692307687,1.0769230769230769
pytest-freezer,pytest-freeze,0.07692307692307687,1.0769230769230769
tencentcloud-sdk-python-wsa,tencentcloud-sdk-python-wss,0.07692307692307687,1.0
aws-cdk-aws-kinesisfirehose-destinations-alpha,aws-cdk.aws-kinesisfirehose-destinations-alpha,0.07692307692307687,1.0
elasticsearch,elasticsearch8,0.07692307692307687,1.0769230769230769
elasticsearch,elasticsearch2,0.07692307692307687,1.0769230769230769
business-rules,business-rules2,0.07692307692307687,1.0714285714285714
elasticsearch6,elasticsearch,0.07692307692307687,1.0769230769230769
jsonschema2md,jsonschema2md2,0.07692307692307687,1.0769230769230769
requests-ntlm3,requests-ntlm,0.07692307692307687,1.0769230769230769
python-openid,python-openid2,0.07692307692307687,1.0769230769230769
aiohttp-socks,aiohttp-socksx,0.07692307692307687,1.0769230769230769
dataclass-csv,dataclass-csv2,0.07692307692307687,1.0769230769230769
ast-serialize,fast-serializer,0.07692307692307687,1.1538461538461537
pytest-docker,pytest-dockerc,0.07692307692307687,1.0769230769230769
oauthenticator,authenticator,0.07692307692307687,1.0769230769230769
djangorestframework-camel-case,djangorestframework-camel-case-2,0.07692307692307687,1.0666666666666667
flask-session,flask-session2,0.07692307692307687,1.0769230769230769
gemfileparser2,gemfileparser,0.07692307692307687,1.0769230769230769
pytest-reporter,pytest-report,0.07692307692307687,1.1538461538461537
faster-whisper,faster-whisper2,0.07692307692307687,1.0714285714285714
peewee-migrate,peewee-migrate2,0.07692307692307687,1.0714285714285714
tree-sitter-c,tree-sitter-cg,0.07692307692307687,1.0769230769230769
flask-testing,flask-sk-testing,0.07692307692307687,1.2307692307692308
netconf-console2,netconf-console,0.07692307692307687,1.0666666666666667
customtkinter,customtkinterx,0.07692307692307687,1.0769230769230769
autovizwidget,autovizwidget3,0.07692307692307687,1.0769230769230769
elasticsearch8,elasticsearch,0.07692307692307687,1.0769230769230769
clip-anytorch,mclip-anytorch,0.07692307692307687,1.0769230769230769
python-dotenv,python-dotenvx,0.07692307692307687,1.0769230769230769
elasticsearch7,elasticsearch,0.07692307692307687,1.0769230769230769
elasticsearch,elasticsearch5,0.07692307692307687,1.0769230769230769
sampleproject,xsampleproject,0.07692307692307687,1.0769230769230769
requests-ntlm,requests-ntlm3,0.07692307692307687,1.0769230769230769
tree-sitter-c,tree-sitter-ct,0.07692307692307687,1.0769230769230769
